question,detail_id
ชอว์น ปีเตอร์ ราอูล เมนเดสเป็นชาวอะไร ?,ZHg5u9hAzJ7cR6xnHrSe
เมนเดส เกิดในโตรอนโต ประเทศแคนาดา เขาเป็นลูกชายของใคร ?,ZHg5u9hAzJ7cR6xnHrSe
พ่อเขามีเชื้อสายอะไร ?,ZHg5u9hAzJ7cR6xnHrSe
ก่อนที่เขาจะเซ็นสัญญาลงนามเป็นศิลปิน เมนเดสเคยไปออดิชั่นการเป็นสมาชิกของอะไร ?,ZHg5u9hAzJ7cR6xnHrSe
ปลาจิ้มฟันจระเข้แคระมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,ZJ5n1lpJGZmO2ASzW7JD
ปลาจิ้มฟันจระเข้แคระเป็นปลาน้ำจืดชนิดหนึ่งจัดอยู่ในวงศ์ของปลาอะไร,ZJ5n1lpJGZmO2ASzW7JD
อธิบายรูปร่างของปลาจิ้มฟันจระเข้แคระว่ามีลักษณะเป็นอย่างไร,ZJ5n1lpJGZmO2ASzW7JD
ปลาจิ้มฟันจระเข้แคระกินอะไรเป็นอาหาร ยกตัวอย่าง,ZJ5n1lpJGZmO2ASzW7JD
ปลาจิ้มฟันจระเข้แคระมีถิ่นอาศัยที่ไหนบ้าง ยกตัวอย่าง,ZJ5n1lpJGZmO2ASzW7JD
อารยธรรมอียิปต์โบราณเริ่มขึ้นเมื่อใด,ZJHiWly00iZrRsXnJ4nd
อารยธรรมอียิปต์สิ้นสุดลงเมื่อใด,ZJHiWly00iZrRsXnJ4nd
ใครเป็นผู้เข้ายึดครองอียิปต์,ZJHiWly00iZrRsXnJ4nd
อียิปต์โบราณตั้งอยู่ที่ใด,ZJHiWly00iZrRsXnJ4nd
กษัตริย์ของอียิปต์เรียกว่าอะไร,ZJHiWly00iZrRsXnJ4nd
อัลเบร็ชท์ ดือเรอร์คือใคร,ZM6SjdwnURVAhnfOqRF0
อัลเบร็ชท์ ดือเรอร์ เป็นศิษย์ของใคร,ZM6SjdwnURVAhnfOqRF0
อัลเบร็ชท์ ดือเรอร์ ผลงานสำคัญมีอะไรบ้าง,ZM6SjdwnURVAhnfOqRF0
อัลเบร็ชท์ ดือเรอร์ มีชีวิตช่วงไหน,ZM6SjdwnURVAhnfOqRF0
เบ็ปปุ เป็นเมืองในจังหวัดอะไร,ZOF3mKywrYtJgD6fWWuO
เบ็ปปุ ตั้งอยู่บนเกาะอะไร,ZOF3mKywrYtJgD6fWWuO
เบ็ปปุ อยู่ประเทศอะไร,ZOF3mKywrYtJgD6fWWuO
เบ็ปปุ เป็นเมืองที่มีอะไรเด่น,ZOF3mKywrYtJgD6fWWuO
เบ็ปปุ สามารถเดินทางมายังเมืองนี้ได้โดยวิธีใด,ZOF3mKywrYtJgD6fWWuO
เจสส์ แม็กแมน ชื่อเต็มว่าอะไร,ZRq04TLrPgNdTfjP2f9j
เจสส์ แม็กแมน มีอาชีพอะไร,ZRq04TLrPgNdTfjP2f9j
เจสส์ แม็กแมน เป็นผู้ก่อตั้งอะไร,ZRq04TLrPgNdTfjP2f9j
เจสส์ แม็กแมน ก่อตั้งร่วมกับใคร,ZRq04TLrPgNdTfjP2f9j
เจสส์ แม็กแมน ก่อตั้งขึ้นในปีอะไร,ZRq04TLrPgNdTfjP2f9j
บราสสิโนสเตอรอยด์เป็นสารกลุ่มที่ออกฤทธิ์ต่ออะไร,ZTLD3vNRWo0zPkoTq9js
บราสสิโนสเตอรอยด์มีโครงสร้างคล้ายฮอร์โมนใด,ZTLD3vNRWo0zPkoTq9js
วิสิทธิ์ เลิศฤทธิ์เป็นใคร,ZVWYHfiNXK7WrUpovyFY
 เมื่อวิสิทธิ์ เลิศฤทธิ์ ออกจากการเป็นทหารเรือเขาไปทำอะไร,ZVWYHfiNXK7WrUpovyFY
ภาควิชาพฤกษศาสตร์ คณะวิทยาศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ถือกำเนิดขึ้นอย่างไร,ZVtKzY3tOToraxKxxE6i
ภาควิชาพฤกษศาสตร์ คณะวิทยาศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ก่อตั้งครั้งแรกปีอะไร,ZVtKzY3tOToraxKxxE6i
ภาควิชาพฤกษศาสตร์ คณะวิทยาศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ ก่อตั้งจริงๆปีอะไร,ZVtKzY3tOToraxKxxE6i
ภาควิชาพฤกษศาสตร์ คณะวิทยาศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ รับศึกษาระดับอะไรบ้าง,ZVtKzY3tOToraxKxxE6i
ภาควิชาพฤกษศาสตร์ คณะวิทยาศาสตร์ มหาวิทยาลัยเกษตรศาสตร์ มีผลงานอะไรบ้างที่โด่งดัง,ZVtKzY3tOToraxKxxE6i
เจ้าหญิงมารีนา เกิดวันที่เท่าไร,ZWIMYzSZ2GCvkYJetfT8
เจ้าหญิงมารีนา เกิดที่ประเทศอะไร,ZWIMYzSZ2GCvkYJetfT8
เจ้าหญิงมารีนา เป็นธิดาของใคร,ZWIMYzSZ2GCvkYJetfT8
เจ้าหญิงมิลิตซาแห่งมอนเตเนโกร ทรงเป็นพระราชนัดดาของใคร,ZWIMYzSZ2GCvkYJetfT8
เจ้าหญิงมารีนา พระองค์ทรงเสกสมรสกับใคร,ZWIMYzSZ2GCvkYJetfT8
ชุมเห็ดไทยมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,ZY79WupjIREv7Lit63Kh
ชุมเห็ดไทยเป็นพืชจัดอยู่ในวงศ์ของพรรณไม้ชนิดใด,ZY79WupjIREv7Lit63Kh
ชุมเห็ดไทยมีชื่อทางสามัญ และชื่อทางพื้นเมืองว่าอย่างไรบ้าง ยกตัวอย่าง,ZY79WupjIREv7Lit63Kh
ชุมเห็ดไทยมีลักษณะทางพรรณไม้เป็นรูปแบบใด จงอธิบาย,ZY79WupjIREv7Lit63Kh
ชุมเห็ดไทยมีประโยชน์ทางด้านของสมุนไพรมีอะไรบ้าง อธิบาย,ZY79WupjIREv7Lit63Kh
ราชอาณาจักรรัตนโกสินทร์ เป็นราชอาณาจักรที่เท่าใดของประวัติศาสตร์ไทย,ZZ0A3kN1eJpb6MsYFKOY
ระบอบสมบูรณาญาสิทธิราชถูกแทนที่ด้วยระบอบราชาธิปไตยภายใต้รัฐธรรมนูญ เมื่อปี พ.ศ. ใด,ZZ0A3kN1eJpb6MsYFKOY
นะงะเซะ โทะโมะยะ ชื่อเล่นว่าอะไร,ZbEEmQEGiy1IWLf3sJIQ
นะงะเซะ โทะโมะยะ เกิดวันที่เท่าไร,ZbEEmQEGiy1IWLf3sJIQ
นะงะเซะ โทะโมะยะ เกิดที่ไหน,ZbEEmQEGiy1IWLf3sJIQ
นะงะเซะ โทะโมะยะ ส่วนสูงเท่าไร,ZbEEmQEGiy1IWLf3sJIQ
นะงะเซะ โทะโมะยะ ตำแหน่งในวงทำหน้าที่อะไร,ZbEEmQEGiy1IWLf3sJIQ
ปลากินยุง เป็นปลาน้ำอะไร,Zdtl702onjel3EAwTgjz
ปลากินยุง อยู่ในวงศ์ปลาอะไร,Zdtl702onjel3EAwTgjz
ปลากินยุง มีรูปลักษณะใครปลาอะไร,Zdtl702onjel3EAwTgjz
ระหว่างปลากินยุงตัวผู้ กับตัวเมีย ตัวไหนใหญ่กว่ากัน,Zdtl702onjel3EAwTgjz
ปลากินยุง เมื่อโตเต็มไวจะมีขนาดกี่นิ้ว,Zdtl702onjel3EAwTgjz
อาร์เอ็มเอส โอลิมปิก คือชื่อของอะไร,ZhEw8ddbSCQcG5TMBdzX
อาร์เอ็มเอส โอลิมปิก เป็นของบริษัทอะไร,ZhEw8ddbSCQcG5TMBdzX
อาร์เอ็มเอส โอลิมปิก ครั้งหนึ่งเรือคู่นี้เคยถูกขนานนามว่าอะไร,ZhEw8ddbSCQcG5TMBdzX
อาร์เอ็มเอส โอลิมปิก เกิดเริ่มก่อสร้างเมื่อไร,ZhEw8ddbSCQcG5TMBdzX
อาร์เอ็มเอส โอลิมปิก สร้างเสร็จเมื่อไร,ZhEw8ddbSCQcG5TMBdzX
สุหฤท สยามวาลา เกิดวันที่เท่าไร,ZhVlq7XnAwHLF1RAUNbL
สุหฤท สยามวาลา ชื่อเล่นว่าอะไร,ZhVlq7XnAwHLF1RAUNbL
สุหฤท สยามวาลา มีอาชีพอะไร,ZhVlq7XnAwHLF1RAUNbL
สุหฤท สยามวาลา บริหารบริษัทอะไร,ZhVlq7XnAwHLF1RAUNbL
สุหฤท สยามวาลา เกิดในครอบครัวเชื้อสายอะไร,ZhVlq7XnAwHLF1RAUNbL
ปลาตุมมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,ZiGK8wQg00HHkfgd39Rz
ปลาตุมเป็นปลาที่จัดอยู่ในวงศ์ใด,ZiGK8wQg00HHkfgd39Rz
จงอธิบายรูปร่างของชนิดปลาตุมมาพอความเข้าใจ,ZiGK8wQg00HHkfgd39Rz
ปลาตุมพบได้เฉพาะที่ไหน อธิบาย ยกตัวอย่าง,ZiGK8wQg00HHkfgd39Rz
ปลาตุมมีชื่อเรียกสามัญ และชื่อพื้นเมืองว่าอะไรบ้าง,ZiGK8wQg00HHkfgd39Rz
จดหมายนักบุญเปาโลถึงชาวฟิลิปปี เป็นหนังสือเล่มที่เท่าไร,ZlvKCOvUbGrcSBKTqliu
จดหมายนักบุญเปาโลถึงชาวฟิลิปปี ใครเป็นผู้เขียน,ZlvKCOvUbGrcSBKTqliu
จดหมายนักบุญเปาโลถึงฟีเลโมนเขียนขึ้นที่เมืองอะไร,ZlvKCOvUbGrcSBKTqliu
เปาโลอัครทูตเขียนจดหมายฉบับนี้ถึงใคร,ZlvKCOvUbGrcSBKTqliu
จดหมายนักบุญเปาโลถึงฟีเลโมน โดยที่ ฟิลิปปี น่าจะถูกเขียนขึ้นปีอะไร,ZlvKCOvUbGrcSBKTqliu
พิวดีพาย ปะทะ ที-ซีรีส์ เป็นการแข่งขันอะไร,ZmqfPrbPEVwtIAXO2Bls
พิวดีพาย ปะทะ ที-ซีรีส์ เป็นกการแข่งขันระหว่างกลุ่มไหน,ZmqfPrbPEVwtIAXO2Bls
พิวดีพาย ปะทะ ที-ซีรีส์  เพื่อสำหรับอะไร,ZmqfPrbPEVwtIAXO2Bls
พิวดีพาย คือใคร,ZmqfPrbPEVwtIAXO2Bls
ที-ซีรีส์ คือใคร,ZmqfPrbPEVwtIAXO2Bls
เอเดกโกเป็นบริษัทเกี่ยวกับอะไร,ZnGg2MfwagLYbo09wQyb
เอเดกโกมีเครือข่ายใหญ่แค่ไหน,ZnGg2MfwagLYbo09wQyb
เอเดกโกเป็นการร่วมมือกันของบริษัทอะไร,ZnGg2MfwagLYbo09wQyb
เทวดาท่าจะเท่ง คืออะไร,ZpsIwF7gMMwMBXoGWUqC
เทวดาท่าจะเท่ง ออกฉายวันที่เท่าไร,ZpsIwF7gMMwMBXoGWUqC
เทวดาท่าจะเท่ง เป็นภาพยนตร์แนวอะไร,ZpsIwF7gMMwMBXoGWUqC
เทวดาท่าจะเท่ง จำหน่ายโดยใคร,ZpsIwF7gMMwMBXoGWUqC
เทวดาท่าจะเท่ง ทำรายได้ร่วมเท่าไร,ZpsIwF7gMMwMBXoGWUqC
ซูวา  เป็นเมืองหลวงและเมืองที่ใหญ่ที่สุดของประเทศอะไร,Zs3ORWAgrI197ewBuuM9
ซูวา ตั้งอยู่ทางชายฝั่งตะวันออกเฉียงใต้ของเกาะอะไร,Zs3ORWAgrI197ewBuuM9
ซูวา อยู่จังหวัดอะไร,Zs3ORWAgrI197ewBuuM9
ซูวา เป็นที่ตั้งศูนย์กลางการบริหาร ในปีอะไร,Zs3ORWAgrI197ewBuuM9
ซูวา ข้อมูลประชากรในปี 2007 เมืองซูวามีประชากรเท่าไร,Zs3ORWAgrI197ewBuuM9
สถาปัตยกรรมสากล เป็นความพยายามออกแบบสถาปัตยกรรมให้เป็น?,Zs7QC2AjW7Ll9dTCMmF9
สถาปัตยกรรมสากล คือ ?,Zs7QC2AjW7Ll9dTCMmF9
สถาปัตยกรรมสากล ามารถไปก่อสร้างที่ไหนในโลกนี้ ก็ได้โดยเมินเฉยต่อบริบทในช่วงกลางศตวรรษที่ เท่าไหร่ ?,Zs7QC2AjW7Ll9dTCMmF9
ตอบปัญหาเรื่องที่อยู่อาศัยไม่ได้ เนื่องจากไม่สนใจบริบทด้านเศรษฐกิจและ ?,Zs7QC2AjW7Ll9dTCMmF9
International Style คือ ?,Zs7QC2AjW7Ll9dTCMmF9
ราเชล แม็กอดัมส์ ชื่อเต็มว่าอะไร,ZsYamkDB8R0BeMXCsfLB
ราเชล แม็กอดัมส์ เกิดวันที่เท่าไร,ZsYamkDB8R0BeMXCsfLB
ราเชล แม็กอดัมส์ มีอาชีพอะไร,ZsYamkDB8R0BeMXCsfLB
ราเชล แม็กอดัมส์ เป็นคนประเทศอะไร,ZsYamkDB8R0BeMXCsfLB
ราเชล แม็กอดัมส์ แสดงในภาพยนตร์ดัดแปลงจากบทประพันธ์เรื่องอะไร,ZsYamkDB8R0BeMXCsfLB
สามเหลี่ยมชมพูหมายถึงอะไร,ZtONwwNIw0FuB3Uc5u4c
สามเหลี่ยมสีชมพูและเหลืองอาจใช้ร่วมกันเมื่อใด,ZtONwwNIw0FuB3Uc5u4c
ในนาซีเยอรมนีสามเหลี่ยมชมพูถูกใช้ที่ไหน,ZtONwwNIw0FuB3Uc5u4c
ชาวยิวต้องติดเครื่องหมายอะไรในการจัดกลุ่มตามความผิด,ZtONwwNIw0FuB3Uc5u4c
เงาเสน่หา เป็นละครโทรทัศน์ไทยแนวอะไร,ZxboP9JZKnsZTuuOS699
เงาเสน่หา บทประพันธ์โดยใคร,ZxboP9JZKnsZTuuOS699
เงาเสน่หา บทโทรทัศน์โดยใคร,ZxboP9JZKnsZTuuOS699
เงาเสน่หา กำกับการแสดงโดยใคร,ZxboP9JZKnsZTuuOS699
เงาเสน่หา นำแสดงโดยใคร,ZxboP9JZKnsZTuuOS699
คุณชายเลี้ยงหมู คุณหนูเลี้ยงแกะ เป็นบทประพันธ์ของใคร,a2p1T33hbED5OIAixxW4
คุณชายเลี้ยงหมู คุณหนูเลี้ยงแกะ ผลิตโดยใคร,a2p1T33hbED5OIAixxW4
คุณชายเลี้ยงหมู คุณหนูเลี้ยงแกะ กำกับโดยใคร,a2p1T33hbED5OIAixxW4
คุณชายเลี้ยงหมู คุณหนูเลี้ยงแกะ ออกอากาศทุกวันอะไร,a2p1T33hbED5OIAixxW4
คุณชายเลี้ยงหมู คุณหนูเลี้ยงแกะ นำแสดงโดยใคร,a2p1T33hbED5OIAixxW4
โปรเอชดี (ProHD) สามารถทำให้อัตราภาพเคลื่อนไหวได้กี่เฟรมต่อวินาที,a37ClKqyHah1f6fDvRtU
ขอทราบชื่อสินค้าหน่อย,a3GuZtc0UYRpFBo4eAUX
ราคาเท่าไรหรอครับ,a3GuZtc0UYRpFBo4eAUX
มีคุณสมบัติอะไรบ้าง,a3GuZtc0UYRpFBo4eAUX
รายละเอียดของสินค้า,a3GuZtc0UYRpFBo4eAUX
ขนาดของสินค้า,a3GuZtc0UYRpFBo4eAUX
ที่ตั้งของวัดเขาพนมเพลิง,a4S4bNpHNeM4SB0MXngp
ประวัติวัดเขาพนมเพลิง,a4S4bNpHNeM4SB0MXngp
สถาปัตยกรรรมในวัดวัดเขาพนมเพลิง,a4S4bNpHNeM4SB0MXngp
พลาสเตอร์อินโทนาโคคืออะไร,a8d85CAkZUX8FMfsdKqO
ส่วนผสมของพลาสเตอร์อินโทนาโคมีอะไรบ้าง,a8d85CAkZUX8FMfsdKqO
ชนิดของพลาสเตอร์อินโทนาโคแบ่งตามลักษณะของอะไร,a8d85CAkZUX8FMfsdKqO
พลาสเตอร์อินโทนาโคมีชนิดอะไรบ้าง,a8d85CAkZUX8FMfsdKqO
เทศบาลตำบลหินกองตั้งอยู่ที่ใด,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองเดิมทีเป็นอะไร,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองได้จัดตั้งเป็นเทศบาลเมื่อใด,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองแบ่งการปกครองเป็นกี่หมู่บ้าน,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองมีพื้นทั้งหมดเท่าใด,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองมีประชากรเท่าใด,a9VJFUybU93Vn94sUhgb
มีจำนวนบ้านเท่าใดในเดือนกันยายน2552,a9VJFUybU93Vn94sUhgb
เทศบาลตำบลหินกองลักษณะภูมิประเทศอย่างไร,a9VJFUybU93Vn94sUhgb
ท้าวอินทรสุริยา เกิดเมื่อวันที่เท่าไหร่,aAOxCYG04kpCKmkZR5lK
ท้าวอินทรสุริยา นามเดิมชื่อว่าอะไร,aAOxCYG04kpCKmkZR5lK
ท้าวอินทรสุริยา เสียชีวิตเมื่อวันที่เท่าไหร่,aAOxCYG04kpCKmkZR5lK
หนังสือพิมพ์คืออะไร,aAhq3tz8iBgiePztDboh
ส่วนใหญ่หนังสือพิมพ์จะออกเป็นรายอะไร,aAhq3tz8iBgiePztDboh
หนังสือพิมพ์มักถูกพิมพ์ในกระดาษอะไร,aAhq3tz8iBgiePztDboh
เนื้อหาหลักของหนังสือพิมพ์คืออะไร,aAhq3tz8iBgiePztDboh
อนันต์ ภักดิ์ประไพ คือใคร ?,aC6qSLQ216yqPbFgXYvW
อนันต์ ภักดิ์ประไพ เกิดเมื่อวันที่เท่าใด ?,aC6qSLQ216yqPbFgXYvW
อนันต์ ภักดิ์ประไพเป็นบุตรของใคร ?,aC6qSLQ216yqPbFgXYvW
นายอนันต์ เป็นผู้ก่อตั้งอะไร ?,aC6qSLQ216yqPbFgXYvW
นายอนันต์ ได้รับเลือกตั้งสมัยแรก จากการเลือกตั้งสมาชิกสภาผู้แทนราษฎรไทยเป็นการทั่วไป ในปีใด ?,aC6qSLQ216yqPbFgXYvW
ต้นปลาไหลเผือกมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,aGPRElIvQn1chk47Tz5z
ต้นปลาไหลเผือกเป็นพรรณไม้ที่จัดอยู่ในวงศ์พรรณไม้ชนิดใด,aGPRElIvQn1chk47Tz5z
ต้นปลาไหลเผือกมีชื่อเรียกทางพื้นเมืองว่าอย่างไรบ้าง ยกตัวอย่าง,aGPRElIvQn1chk47Tz5z
ต้นปลาไหลเผือกมีลักษณะทางพรรณไม้เป็นอย่างไรอธิบาย,aGPRElIvQn1chk47Tz5z
ต้นปลาไหลเผือกมีสรรพคุณทางสมุนไพรอย่างไรอธิบายโดยละเอียด,aGPRElIvQn1chk47Tz5z
ปลาใบขนุนมีลักษณะอย่างไร,aGumlfGkDWiZH2eTCz55
ปลาใบขนุนมีพฤติกรรมอย่างไร,aGumlfGkDWiZH2eTCz55
ปลาใบขนุนมีชื่อเรียกอย่างอื่นว่าอะไรบ้าง,aGumlfGkDWiZH2eTCz55
วันครูแห่งชาติครั้งแรกกำหนดขึ้นในวันที่เท่าไร,aJ6XVcQOoM5DRXhNms1X
วันครูแห่งชาติครั้งแรกกำหนดขึ้นโดยใคร,aJ6XVcQOoM5DRXhNms1X
วันครูแห่งชาติครั้งแรกกำหนดวันไหนของทุกปี,aJ6XVcQOoM5DRXhNms1X
ในปี พ.ศ 2499 ใครกล่าวคำปราศัยในวันครูแห่งชาติ,aJ6XVcQOoM5DRXhNms1X
วันที่ประกาศพระราชบัญญัติครูในราชกิจจานุเบกษา คือปีอะไร,aJ6XVcQOoM5DRXhNms1X
บิรูเต กัลดิกาส์ เกิดวันที่เท่าไร,aJyudonN4d22ljpLxgjb
บิรูเต กัลดิกาส์ มีอาชีพอะไร,aJyudonN4d22ljpLxgjb
บิรูเต กัลดิกาส์ มีชื่อเสียงจากผลงานวิจัยอะไร,aJyudonN4d22ljpLxgjb
บิรูเต กัลดิกาส์ เกิดที่ประเทศอะไร,aJyudonN4d22ljpLxgjb
บิรูเต กัลดิกาส์ จบการศึกษาจากมหาวิทยาลัยอะไร,aJyudonN4d22ljpLxgjb
คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์  เป็นส่วนราชการไทยระดับอะไร,aJz0UAo9cJcox3Afv7dL
คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์  อยู่สังกัดอะไร,aJz0UAo9cJcox3Afv7dL
คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์ อยู่กระทรวงอะไร,aJz0UAo9cJcox3Afv7dL
คณะวิชาที่จัดตั้งขึ้นเป็นอันดับ 5 ของมหาวิทยาลัย เมื่อวันที่เท่าไร,aJz0UAo9cJcox3Afv7dL
คณะสังคมสงเคราะห์ศาสตร์ มหาวิทยาลัยธรรมศาสตร์ เปิดสอนในหลักสูตรอะไร,aJz0UAo9cJcox3Afv7dL
บรูซลีเกิดที่ใด,aLGDRoQWPq2dDIWAlQDN
ภาพยนตร์เรื่องแรกของบรูซลีที่ได้ฉายในประเทศสหรัฐอเมริกาคือเรื่องใด,aLGDRoQWPq2dDIWAlQDN
บรูซลีเสียชีวิตเมื่อใด,aLGDRoQWPq2dDIWAlQDN
สาเหตุการเสียชีวิตของบรูซลีคืออะไร,aLGDRoQWPq2dDIWAlQDN
บรูซลีเป็นผู้คิดค้นศิลปะป้องกันตัวที่ชื่อว่าอะไร,aLGDRoQWPq2dDIWAlQDN
เจตมูลเพลิงขาวมีถิ่นกำเนิดที่ไหน,aMKSbFA0EbdHEh1gUber
ลักษณะของเจตมูลเพลิงขาวเป็นอย่างไร,aMKSbFA0EbdHEh1gUber
เจตมูลเพลิงขาวในภาคเหนือเรียกว่าอะไร,aMKSbFA0EbdHEh1gUber
ในรากเจตมูลเพลิงขาวมีสารพลัมบาจิน (plumbagin) ซึ่งมีคุณสมบัติอย่างไร,aMKSbFA0EbdHEh1gUber
ในทางการแพทย์แผนไทยจัดเจตมูลเพลิงขาวเป็นยารสร้อน แต่มีฤทธิ์น้อยกว่าเจตมูลเพลิงแดง มีสรรพคุณทางยาอย่างไร,aMKSbFA0EbdHEh1gUber
ปลาดุมชีมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,aNoQqbRljZhhYj1dvoYq
ปลาดุมชีเป็นปลาน้ำจืดที่จัดอยู่ในวงศ์ใด,aNoQqbRljZhhYj1dvoYq
จงอธิบายรูปร่างของชนิดปลาดุมชีมาพอความเข้าใจ,aNoQqbRljZhhYj1dvoYq
ปลาดุมชีเป็นปลาน้ำจืดที่เพิ่งถูกค้นพบภายในปี ค.ศ. อะไร,aNoQqbRljZhhYj1dvoYq
ปลาดุมชีมีชื่อเรียกทางภาษาอีสานว่าอะไรบ้าง,aNoQqbRljZhhYj1dvoYq
มหาวิทยาลัยนอร์ท-เชียงใหม่เป็นสถาบันอุดมศึกษาเอกชนในประเทศไทย ก่อตั้งขึ้นเมื่อปีใด,aOXKSHdSZMD1cYq7wXio
ที่อยู่ มหาวิทยาลัยนอร์ท-เชียงใหม่,aOXKSHdSZMD1cYq7wXio
ในปีการศึกษา 2545 ได้รับอนุมัติให้จัดตั้งคณะใด,aOXKSHdSZMD1cYq7wXio
สีประจำมหาวิทยาลัย,aOXKSHdSZMD1cYq7wXio
 ตราประจำมหาวิทยาลัยนอร์ท-เชียงใหม่,aOXKSHdSZMD1cYq7wXio
ก๊วยพู้ เป็นตัวละครในยายแนวอะไร,aOtS0yEPmJf4nQJyCRFH
ก๊วยพู้ เป็นตัวละครในเรืองอะไร,aOtS0yEPmJf4nQJyCRFH
ก๊วยพู้ เป็นลูกของใคร ,aOtS0yEPmJf4nQJyCRFH
ก๊วยพู้ นิสัยเป็นยังไง,aOtS0yEPmJf4nQJyCRFH
ก๊วยพู้ เป็นคู่อริกับใคร,aOtS0yEPmJf4nQJyCRFH
สุริยุปราคาเกิดขึ้นได้อย่างไร,aYUTDZJAXIh6R8k9fI41
สุริยุปราคาเต็มดวงเกิดขึ้นได้้อย่างไร,aYUTDZJAXIh6R8k9fI41
นกปักษาสวรรค์เล็ก ชื่อภาษาอังกฤษคือ ?,aeWOpIHvd5p6aOkx0zQu
นกปักษาสวรรค์เล็ก  ชื่อวิทยาศาสตร์ คือ ?,aeWOpIHvd5p6aOkx0zQu
นกปักษาสวรรค์เล็กเป็นนกขนาดกลาง ยาวถึงกี่เซ็นติเมตร ?,aeWOpIHvd5p6aOkx0zQu
 ลำตัวของนกปักษาสวรรค์เล็กมีสีอะไร ?,aeWOpIHvd5p6aOkx0zQu
นกมีการกระจายพันธุ์ทั่วทั้งป่าในตอนเหนือของเกาะอะไร ?,aeWOpIHvd5p6aOkx0zQu
ตารีกีปัส เป็นศิลปะเกี่ยวกับอะไร,agGmFMFUDra91UGROoxd
ตารีกีปัส เป็นวัฒนธรรมร่วมประเทศอะไรบ้าง,agGmFMFUDra91UGROoxd
ตารีกีปัส ใช้อะไรในการแสดง,agGmFMFUDra91UGROoxd
ตารีกีปัส เป็นการแสดงที่แพร่หลายในจังหวัดอะไร,agGmFMFUDra91UGROoxd
ตารีกีปัส แปลว่าอะไร,agGmFMFUDra91UGROoxd
ปลากะรังหน้างอนมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,ak2VwphvB8B4JhX7Zwcb
ปลากะรังหน้างอนนั้นจัดเป็นปลาที่อยู่ในวงศ์ใด,ak2VwphvB8B4JhX7Zwcb
อธิบายปลากะรังหน้างอนว่ามีลักษณะรูปร่างเป็นอย่างไร,ak2VwphvB8B4JhX7Zwcb
ปลากะรังหน้างอนมีชื่อทางสามัญ และชื่อทางพื้นเมืองว่าอย่างไรยกตัวอย่าง,ak2VwphvB8B4JhX7Zwcb
ปลากะรังหน้างอนมีการค้นพบอยู่แถวไหนบ้าง อธิบาย,ak2VwphvB8B4JhX7Zwcb
ปาฏิหาริย์แห่งดันเคิร์ก,alRmwoHuLRNLmjJG6rSt
จำนวนทหารในการอพยพที่ดันเคิร์ก,alRmwoHuLRNLmjJG6rSt
กองเรือน้อยแห่งดันเคิร์ก,alRmwoHuLRNLmjJG6rSt
คณะสังคมศาสตร์ มหาวิทยาลัยเชียงใหม่ก่อตั้งเมื่อไหร่,alV3uXQMgB47yromtCeJ
คณะสังคมศาสตร์ มหาวิทยาลัยเชียงใหม่ สอนวิชาอะไรบ้าง,alV3uXQMgB47yromtCeJ
คณะสังคมศาสตร์ มหาวิทยาลัยเชียงใหม่สอนระดับปริญญาอะไรบ้าง,alV3uXQMgB47yromtCeJ
รัฐบาลเวียดนามอิสระศูนย์กลางตั้งอยู่ที่ใด,aw6D4rpsh1KdCxx45K0D
ทางกลุ่มรัฐบาลเวียดนามอิสระได้เลือกใครเป็นผู้นำของรัฐบาลสาธารณรัฐเวียดนาม,aw6D4rpsh1KdCxx45K0D
รัฐบาลเวียดนามอิสระเป็นองค์กรที่จัดตั้งเพื่อะไร,aw6D4rpsh1KdCxx45K0D
รัฐบาลเวียดนามอิสระก่อตั้งเมื่อใด,aw6D4rpsh1KdCxx45K0D
รัฐบาลเวียดนามอิสระมีจุดประสงค์เพื่ออะไร,aw6D4rpsh1KdCxx45K0D
ปลากะพงดำมีชื่อทางวิทยาศาสตร์ว่าอย่างไร,awlYWjpWtXp3u7a1YELL
ปลากะพงดำจัดว่าเป็นปลาที่อยู่ในวงศ์ปลาอะไร,awlYWjpWtXp3u7a1YELL
อธิบายรูปร่างของปลากะพงดำมาพอสังเขป,awlYWjpWtXp3u7a1YELL
ปลากะพงดำหากนำไปทำอาหารมีชื่อเรียกว่าอะไร เพราะอะไร,awlYWjpWtXp3u7a1YELL
